time_stamp,MAC_dst,MAC_src,ETher_type,ttl,proto,IP_src,IP_dst,sport,dport,Len
1783943698.2082088,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,43100,443,66
1783943698.2083256,24:b2:b9:63:90:49,d4:e9:8a:f7:44:46,2048,128,1,192.168.1.5,192.168.1.6,,,118
1783943698.2084167,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,43100,66
1783943698.2084842,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,43100,78
1783943698.2085435,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,43100,443,66
1783943698.208641,01:00:5e:00:00:fb,92:1e:75:d9:69:d7,2048,255,17,192.168.1.11,224.0.0.251,5353,5353,469
1783943698.2087374,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,142.251.156.4,45614,443,806
1783943698.2088034,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,142.251.156.4,45614,443,323
1783943698.2088678,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,113,6,142.251.156.4,192.168.1.6,443,45614,66
1783943698.208948,24:b2:b9:63:90:49,d4:e9:8a:f7:44:46,2048,128,1,192.168.1.5,192.168.1.6,,,351
1783943698.2090096,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,113,6,142.251.156.4,192.168.1.6,443,45614,66
1783943698.2090738,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,113,6,142.251.156.4,192.168.1.6,443,45614,141
1783943698.2091405,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,113,6,142.251.156.4,192.168.1.6,443,45614,97
1783943698.2092006,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,113,6,142.251.156.4,192.168.1.6,443,45614,105
1783943698.2092605,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,142.251.156.4,45614,443,66
1783943698.2093208,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,142.251.156.4,45614,443,105
1783943698.2094102,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,1466
1783943698.2094958,b9:63:90:49:05:b4,aa:aa:03:00:00:00,2048,64,6,192.168.1.6,61.75.207.205,41038,443,1466
1783943698.2095616,b9:63:90:49:05:b4,aa:aa:03:00:00:00,2048,64,6,192.168.1.6,61.75.207.205,41038,443,1466
1783943698.2096243,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,1039
